Name,Suburb,Postcode
Mount Ommaney SPEC S - Early Childhood Development Program,Mount Ommaney,4074
Burrowes SS - Special Education Program,Marsden,4132
Wondall Heights SS - Special Education Program,Manly West,4179
Sandy Strait SS - Special Education Program,Urangan,4655
The Willows SS - Special Education Program,Kirwan,4817
Victoria Point SHS - Special Education Program,Victoria Point,4165
Albany Creek SHS - Special Education Program,Albany Creek,4035
Gin Gin SHS - Special Education Program,Gin Gin,4671
Pittsworth SHS - Special Education Program,Pittsworth,4356
Roma State College,Roma,4455
Indooroopilly Special Education Unit (ESL),Indooroopilly,4068
Roma State College - Senior Campus,Roma,4455
Townsville Positive Learning Centre,Railway Estate,4810
Centre for Learning Management,Bundaberg Central,4670
Mitchelton SHS Positive Learning Centre,Keperra,4054
Mackay Positive Learning Centre,East Mackay,4740
William Duncan Positive Learning Centre,Highland Park,4211
ACE Positive Learning Centre,Kippa-Ring,4021
Burnett Youth Learning Centre,Elliott,4670
Warwick Christian College - Special Assistance School,Warwick,4370
St Benedict's Primary School,Mango Hill,4509
Queensland Academy for Science Mathematics and Technology,Toowong,4066
Queensland Academy for Creative Industries,Kelvin Grove,4059
The Springfield Anglican College (Year 6 to Year 12),Springfield,4300
Tec-NQ (Douglas) ,Douglas,4814
Kuranda District State College,Kuranda,4881
Australian Trade College North Brisbane,Scarborough,4020
Groves Christian College (Distance),Kingston,4114
Riverside Christian College (Distance),Maryborough,4650
Jubilee Christian College (Atherton)(Distance),Atherton,4883
Hinchinbrook Christian School (Distance),Ingham,4850
Mackay Christian College (N. Mackay (Ambrose Way) ,North Mackay,4740
Park Lake State School,Pacific Pines,4211
Concordia Lutheran College (Concordia Primary),Toowoomba,4350
Concordia Lutheran College (Martin Luther Primary),Toowoomba,4350
Northern Peninsula Area College - Bamaga Junior Campus,Bamaga,4876
Northern Peninsula Area College - Injinoo Junior,Injinoo,4876
Oakey SHS - Special Education Program,Oakey,4401
Gladstone West SS - Special Education Program,West Gladstone,4680
Toowong SS - Special Education Program,Toowong,4066
Bracken Ridge SHS - Special Education Program,Bracken Ridge,4017
Browns Plains SS - Special Education Program,Browns Plains,4118
Greenbank SS - Special Education Program,Greenbank,4124
Granville SS - Special Education Program,Granville,4650
Cherbourg SS - Special Education Program,Cherbourg,4605
Sunbury SS - Special Education Program,Maryborough,4650
Pioneer Valley Cluster Special Education Program,Marian,4753
Clontarf Beach SHS - Special Education Program,Clontarf,4019
Mudgeeraba Creek SS - Special Education Program,Mudgeeraba,4213
Hervey Bay Positive Learning Centre,Pialba,4655
Rockhampton Positive Learning Centre,Wandal,4700
Toowoomba Positive Learning Centre,Centenary Heights,4350
Berrinba East SS - Special Education Program,Berrinba,4117
Tagai State College,Thursday Island,4875
Queensland Academy for Health Sciences,Southport,4215
Coomera Springs State School,Upper Coomera,4209
Star of the Sea Primary School,Cleveland,4163
St Peters Lutheran College - Springfield,Springfield Central,4300
Australian Industry Trade College (Robina),Robina,4226
Coalfields Training Excellence Centre,Moranbah,4744
Prince of Peace Lutheran College (Everton Hills (Henderson Rd)),Everton Hills,4053
St Benedict's Catholic Primary School,Yeppoon,4703
Grace Lutheran Primary School (Clontarf),Clontarf,4019
Bethany Lutheran Primary School (Raceview),Raceview,4305
Peace Lutheran Primary School (Gatton),Gatton,4343
Faith Lutheran College - Redlands (Link Road Campus),Victoria Point,4165
Redeemer Lutheran College (Biloela) ,Biloela,4715
St John's Lutheran Primary School (Bundaberg),Bundaberg,4670
Prince of Peace Lutheran College (Everton Hills (Rogers Parade West)),Everton Park,4053
Good News Lutheran School,Middle Park,4074
St Paul's Lutheran Primary School (Caboolture),Caboolture,4510
St John's Lutheran School (Kingaroy),Kingaroy,4610
St Andrew's Lutheran College (Tallebudgera),Tallebudgera,4228
Peace Lutheran College,Kamerunga,4870
Toolooa SHS - Special Education Program,South Gladstone,4680
Grace Lutheran College (Rothwell),Rothwell,4022
Redeemer Lutheran College (Rochedale),Rochedale,4123
Toowoomba East SS - Special Education Program,East Toowoomba,4350
Toowoomba North SS - Special Education Program,Toowoomba,4350
Torbanlea SS - Special Education Program,Torbanlea,4662
Townsville SHS - Special Education Program,Railway Estate,4810
Varsity College - Special Education Program,Varsity Lakes,4227
Victoria Park SS - Special Education Program,East Mackay,4740
Virginia SS - Special Education Program,Virginia,4014
Brisbane Montessori School,Fig Tree Pocket,4069
Chinchilla Christian College,Chinchilla,4413
Pine Community School (Arana Hills),Arana Hills,4054
Ormiston College,Ormiston,4160
Cannon Hill Anglican College,Cannon Hill,4170
Hills International College,Jimboomba,4280
Windaroo Valley SHS - Special Education Program,Bahrs Scrub,4207
Blackheath and Thornburgh College (Charters Towers),Charters Towers,4820
Redlands College (Wellington Point),Wellington Point,4160
Woodridge North SS - Special Education Program,Woodridge,4114
Wynnum West SS - Special Education Program,Wynnum West,4178
Albany Creek SS - Special Education Program,Albany Creek,4035
Albany Hills SS - Special Education Program,Albany Creek,4035
Algester SS - Special Education Program,Algester,4115
Allora SS - Special Education Program,Allora,4362
Annandale SS - Special Education Program,Annandale,4814
Somerset College (Mudgeeraba),Mudgeeraba,4213
Babinda SS - Special Education Program,Babinda,4861
Emmanuel College (Carrara),Carrara,4211
Samford Valley Steiner School,Wights Mountain,4520
A B Paterson College,Arundel,4214
Balaclava SS - Special Education Program,Mooroobool,4870
Balmoral SHS - Special Education Program,Balmoral,4171
Barcaldine SS - Special Education Program,Barcaldine,4725
Beaconsfield SS - Special Education Program,Beaconsfield,4740
Beenleigh SS - Special Education Program,Beenleigh,4207
Beerwah SHS - Special Education Program,Beerwah,4519
Belgian Gardens SS - Special Education Program,Belgian Gardens,4810
Biloela SHS - Special Education Program,Biloela,4715
Bli Bli SS - Special Education Program,Bli Bli,4560
Bohlevale SS - Special Education Program,Burdell,4818
Boonah SS - Special Education Program,Boonah,4310
Bribie Island SS - Special Education Program,Bongaree,4507
Broadbeach SS - Special Education Program,Broadbeach,4218
Buderim Mountain SS - Special Education Program,Buderim,4556
Bundaberg North SHS - Special Education Program,Bundaberg North,4670
Bundaberg North SS - Special Education Program,Bundaberg North,4670
Bwgcolman Community S - Special Education Program,Palm Island,4816
Calen District State College - Special Education Program,Calen,4798
Caningeraba SS - Special Education Program,Burleigh Waters,4220
Chancellor State College - Special Education Program,Sippy Downs,4556
Charleville SHS - Special Education Program,Charleville,4470
Charleville SS - Special Education Program,Charleville,4470
Chatsworth SS - Special Education Program,Chatsworth,4570
Chevallum SS - Special Education Program,Chevallum,4555
Chinchilla SHS - Special Education Program,Chinchilla,4413
Cloncurry SS - Special Education Program,Cloncurry,4824
Clontarf Beach SS - Special Education Program,Clontarf,4019
Clover Hill SS - Special Education Program,Mudgeeraba,4213
Cooktown SS - Special Education Program,Cooktown,4895
Coolum SHS - Special Education Program,Coolum Beach,4573
Coombabah SS - Special Education Program,Coombabah,4216
Cooloola Christian College,Gympie,4570
Craigslea SS - Special Education Program,Chermside West,4032
Cunnamulla P-12 SS - Early Childhood Development Program,Cunnamulla,4490
Currajong SS - Special Education Program,Gulliver,4812
The Glenleighden School (Fig Tree Pocket),Fig Tree Pocket,4069
Riverside Christian College,Maryborough,4650
Currimundi SS - Special Education Program,Currimundi,4551
Christian Outreach College (Toowoomba),Toowoomba,4350
Dayboro SS - Special Education Program,Dayboro,4521
Suncoast Christian College,Woombye,4559
Denison SS - Special Education Program,Emerald,4720
Victory College,Gympie,4570
Eagleby SS - Special Education Program,Eagleby,4207
Citipointe Christian College The Christian Outreach College Brisbane,Carindale,4152
Earnshaw State College - Special Education Program,Banyo,4014
Eatons Hill SS - Special Education Program,Eatons Hill,4037
Edens Landing SS - Special Education Program,Edens Landing,4207
Edge Hill SS - Special Education Program,Edge Hill,4870
Ferny Grove SHS - Special Education Program,Ferny Grove,4055
Ferny Hills SS - Special Education Program,Ferny Hills,4055
Fitzgerald SS - Special Education Program,North Mackay,4740
Flagstone State Community College - Special Education Program,Jimboomba,4280
Burdekin Christian College,Ayr,4807
Jubilee Christian College (Atherton),Atherton,4883
Brisbane Christian College (Salisbury),Salisbury,4107
Calvary Christian College,Mount Louisa,4814
Nambour Christian College,Woombye,4559
Freshwater Christian College,Brinsmead,4870
Mackay Christian College (North Mackay (Quarry Street)),North Mackay,4740
Whitsunday Anglican School (Mackay),Beaconsfield,4740
Holy Cross School (Trinity Park),Trinity Park,4879
Djarragun College,Gordonvale,4865
Autism Queensland Education &Therapy Centre (Sunnybank),Sunnybank Hills,4109
Autism Queensland Education & Therapy Centre (Brighton),Brighton,4017
Gulf Christian College,Normanton,4890
Gin Gin SS - Special Education Program,Gin Gin,4671
Heights College,North Rockhampton,4701
Glenvale SS - Special Education Program,Glenvale,4350
Gordonvale SHS - Special Education Program,Gordonvale,4865
Gordonvale SS - Special Education Program,Gordonvale,4865
Harris Fields SS - Special Education Program,Woodridge,4114
Hatton Vale SS - Special Education Program,Hatton Vale,4341
Helensvale SS - Special Education Program,Helensvale,4212
Ingham SS - Special Education Program,Ingham,4850
Isabella SS - Special Education Program,Edmonton,4869
Kalkie SS - Special Education Program,Kalkie,4670
Karalee SS - Special Education Program,Karalee,4306
Kimberley Park SS - Special Education Program,Shailer Park,4128
Kin Kora SS - Special Education Program,Kin Kora,4680
Kingston State College - Special Education Program,Kingston,4114
Kippa-Ring SS - Special Education Program,Kippa-Ring,4021
Kowanyama SS - Special Education Program,Kowanyama,4892
Kurwongbah SS - Special Education Program,Petrie,4502
Lawnton SS - Special Education Program,Lawnton,4501
Leichhardt SS - Special Education Program,Leichhardt,4305
Logan Village SS - Special Education Program,Logan Village,4207
Loganholme SS - Special Education Program,Loganholme,4129
Malanda SS - Special Education Program,Malanda,4885
Mary Valley State College - Special Education Program,Imbil,4570
Maryborough SHS - Special Education Program,Maryborough,4650
McDowall SS - Special Education Program,Mcdowall,4053
Middle Ridge SS - Special Education Program,Middle Ridge,4350
Monto Cluster - Special Education Program,Monto,4630
Moranbah SHS - Special Education Program,Moranbah,4744
Morningside SS - Special Education Program,Morningside,4170
Mount Crosby SS - Special Education Program,Karana Downs,4306
Narangba SS - Special Education Program,Narangba,4504
Norris Road SS - Special Education Program,Bracken Ridge,4017
North Lakes State College - Special Education Program,North Lakes,4509
Northern Beaches SHS - Special Education Program,Deeragun,4818
Northern Peninsula Area College - Special Education Program,Bamaga,4876
Oonoonba SS - Special Education Program,Idalia,4811
Pacific Paradise SS - Special Education Program,Pacific Paradise,4564
Park Ridge SS - Special Education Program,Park Ridge,4125
Patricks Road SS - Special Education Program,Ferny Hills,4055
Payne Road SS - Special Education Program,The Gap,4061
Petrie SS - Special Education Program,Petrie,4502
Robina SHS - Special Education Program,Robina,4226
Robina SS - Special Education Program,Robina,4226
Rochedale SHS - Special Education Program,Rochedale,4123
Rochedale South SS - Special Education Program,Rochedale South,4123
Rochedale SS - Special Education Program,Rochedale,4123
Rosedale SS - Special Education Program,Rosedale,4674
Runcorn Heights SS - Special Education Program,Runcorn,4113
Samford SS - Special Education Program,Samford Village,4520
Sandgate SS - Special Education Program,Sandgate,4017
Sarina SHS - Special Education Program,Sarina,4737
Serviceton South SS - Special Education Program,Inala,4077
Springwood SHS - Special Education Program,Springwood,4127
Strathpine SS - Special Education Program,Strathpine,4500
Stretton State College - Special Education Program,Stretton,4116
Sunshine Beach SS - Special Education Program,Sunshine Beach,4567
Taigum SS - Special Education Program,Taigum,4018
Tannum Sands SHS - Special Education Program,Tannum Sands,4680
Tannum Sands SS - Special Education Program,Tannum Sands,4680
The Gap SHS - Special Education Program,The Gap,4061
Tinana SS - Special Education Program,Tinana,4650
Kuranda District College - Special Education Program,Kuranda,4881
Radiant Life College,East Innisfail,4860
Northern Peninsula Area State College - Senior Campus,Bamaga,4876
East Ayr SS - Special Education Program,Ayr,4807
Boondall SS - Special Education Program,Boondall,4034
Caravonica SS - Special Education Program,Caravonica,4878
Chapel Hill SS - Special Education Program,Chapel Hill,4069
Chatswood Hills SS - Special Education Program,Springwood,4127
Durack SS - Special Education Program,Durack,4077
Indooroopilly SHS - Special Education Program,Indooroopilly,4068
Indooroopilly SS - Special Education Program,Indooroopilly,4068
Ipswich East SS - Special Education Program,East Ipswich,4305
Mansfield SS - Special Education Program,Mansfield,4122
Mansfield SHS - Special Education Program,Mansfield,4122
Marshall Road SS - Special Education Program,Holland Park West,4121
Miles SS - Special Education Program,Miles,4415
Tully SS - Special Education Program,Tully,4854
Milton SS - Special Education Program,Milton,4064
Ormeau SS - Special Education Program,Pimpama,4209
Pacific Pines SS - Special Education Program,Pacific Pines,4211
Pimlico SHS - Special Education Program,Gulliver,4812
Raceview SS - Special Education Program,Raceview,4305
Redland Bay SS - Special Education Program,Redland Bay,4165
Springfield Lakes SS - Special Education Program,Springfield Lakes,4300
Springwood Road SS - Special Education Program,Rochedale South,4123
Urangan SHS - Special Education Program,Urangan,4655
Weir SS - Special Education Program,Thuringowa Central,4817
Wishart SS - Special Education Program,Wishart,4122
Mitchelton SS - Special Education Program,Mitchelton,4053
Aspley SS - Special Education Program,Aspley,4034
Benowa SS - Special Education Program,Benowa,4217
Australian International Islamic College (Carrara),Carrara,4211
Arethusa College (Deception Bay),Deception Bay,4508
EQIP Technical College - Gladstone Region,West Gladstone,4680
Yarrabah State School - Primary Campus,Yarrabah,4871
Yarrabah State School - Secondary Campus,Yarrabah,4871
Yarrabah State School - Prep Campus,Yarrabah,4871
Bounty Boulevard State School,North Lakes,4509
Highland Reserve State School,Upper Coomera,4209
Ormeau Woods State High School,Ormeau,4208
Music Industry College,Fortitude Valley,4006
St Clare's Catholic School,Burdell,4818
Herberton State School - Primary Campus,Moomin,4887
Herberton State School - Secondary Campus,Herberton,4887
Mother Teresa Primary School,Ormeau,4208
Australian Christian College Moreton (Distance),Caboolture,4510
Great Alternate Programme,Torquay,4655
Ravenshoe State School - Junior Campus,Ravenshoe,4888
Ravenshoe State School - Senior Campus,Ravenshoe,4888
St Joseph's College (Quarry Street),Spring Hill,4000
Toolooa SHS - Flexible Learning Centre,South Gladstone,4680
Centenary Heights SHS - Flexi School Campus,Toowoomba,4350
Wisdom College,Calamvale,4116
Ashmore SS - Special Education Program,Ashmore,4214
Avoca SS - Special Education Program,Avoca,4670
Bald Hills SS - Special Education Program,Bald Hills,4036
Bellevue Park SS - Special Education Program,Ashmore,4214
Benowa SHS - Special Education Program,Benowa,4217
Biggera Waters SS - Special Education Program,Biggera Waters,4216
Birkdale South SS - Special Education Program,Birkdale,4159
Bounty Boulevard SS - Special Education Program,North Lakes,4509
Bundaberg East SS - Special Education Program,Bundaberg East,4670
Caboolture SS - Special Education Program,Caboolture,4510
Cairns SDE - Special Education Program,Manunda,4870
Calliope SS - Special Education Program,Calliope,4680
Cannonvale SS - Special Education Program,Cannonvale,4802
Canungra SS - Special Education Program,Canungra,4275
Carbrook SS - Special Education Program,Carbrook,4130
Churchill SS - Special Education Program,Churchill,4305
Cleveland SS - Special Education Program,Cleveland,4163
Collingwood Park SS - Special Education Program,Collingwood Park,4301
Collinsville SHS - Special Education Program,Collinsville,4804
Corinda SS - Special Education Program,Corinda,4075
Crescent Lagoon SS - Special Education Program,West Rockhampton,4700
Currumbin SS - Special Education Program,Currumbin,4223
Eagle Junction SS - Special Education Program,Clayfield,4011
Eimeo Road SS - Special Education Program,Rural View,4740
Gaven SS - Special Education Program,Oxenford,4210
Gilston SS - Special Education Program,Gilston,4211
Gladstone South SS - Special Education Program,South Gladstone,4680
Home Hill SHS - Special Education Program,Home Hill,4806
Isis District SHS - Special Education Program,Childers,4660
Jones Hill SS - Special Education Program,Jones Hill,4570
Kallangur SS - Special Education Program,Kallangur,4503
Keebra Park SHS - Special Education Program,Southport,4215
Kilkivan SS - Special Education Program,Kilkivan,4600
Killarney SS - Special Education Program,Killarney,4373
Logan Reserve SS - Special Education Program,Logan Reserve,4133
Merrimac SS - Special Education Program,Merrimac,4226
Middle Park SS - Special Education Program,Middle Park,4074
Mount Cotton SS - Special Education Program,Mount Cotton,4165
Mundingburra SS - Special Education Program,Mundingburra,4812
Murgon SHS - Special Education Program,Murgon,4605
Nanango SHS - Special Education Program,Nanango,4615
Nerang SS - Special Education Program,Nerang,4211
Oxenford SS - Special Education Program,Oxenford,4210
Ormeau Woods SHS - Special Education Program,Ormeau,4208
Pacific Pines SHS - Special Education Program,Pacific Pines,4211
Palm Beach SS - Special Education Program,Palm Beach,4221
Park Lake SS - Special Education Program,Pacific Pines,4211
Pimpama SS - Special Education Program,Pimpama,4209
Quilpie State College - Early Childhood Development Program,Quilpie,4480
Robertson SS - Special Education Program,Robertson,4109
Russell Island SS - Special Education Program,Russell Island,4184
Daisy Hill SS - Special Education Program,Daisy Hill,4127
Surfers Paradise SS - Special Education Program,Surfers Paradise,4217
Taabinga SS - Special Education Program,Kingaroy,4610
Tallebudgera SS - Special Education Program,Tallebudgera,4228
Torquay SS - Special Education Program,Torquay,4655
Urangan Point SS - Special Education Program,Urangan,4655
Warwick Central SS - Special Education Program,Warwick,4370
Woongarra SS - Special Education Program,Woongarra,4670
Wulguru SS - Special Education Program,Wulguru,4811
Wynnum SHS - Special Education Program,Wynnum,4178
Yarrilee SS - Special Education Program,Urraween,4655
YMCA Vocational School (Mary St Kingston) ,Kingston,4114
Harristown SS - Special Education Program,Harristown,4350
Hymba Yumba Community Hub (Springfield),Springfield,4300
Dakabin SHS Intensive English Centre,Dakabin,4503
Nambour State College - Junior School Intensive English Centre,Nambour,4560
Burpengary SS Intensive English Centre,Burpengary,4505
Tannum Sands SHS Business and Information Technology Skills Centre,Boyne Island,4680
STEPS Positive Learning Centre,Eagleby,4207
Woodridge SHS - Special Education Unit (ESL),Logan Central,4114
Wellington Point SS - Special Education Program,Wellington Point,4160
Tamborine Mountain SHS - Special Education Program,Tamborine Mountain,4272
Labrador SS Intensive English Centre,Labrador,4215
Innisfail State College,Innisfail Estate,4860
Woodridge State School Special Education Unit (ESL),Logan Central,4114
Cairns West SS Intensive English Centre,Manunda,4870
Trinity Bay SHS Intensive English Centre,Manunda,4870
Currumbin Community Farm Campus,Currumbin Valley,4223
Amberley District SS - Special Education Program,Yamanto,4305
Riverview SS - Special Education Program,Riverview,4303
Strathpine West SS - Special Education Program,Strathpine,4500
Meridan State College - Special Education Program,Meridan Plains,4551
Narangba Valley SS - Special Education Program,Narangba,4504
Bulimba SS - Special Education Program,Bulimba,4171
Gumdale SS - Special Education Program,Gumdale,4154
Kuraby SS - Special Education Program,Kuraby,4112
Nundah SS - Special Education Program,Nundah,4012
Doomadgee SS - Special Education Program,Doomadgee,4830
Mornington Island SS - Special Education Program,Wellesley Islands,4892
Normanton SS - Special Education Program,Normanton,4890
Arundel Early Intervention Centre,Arundel,4214
Keebra Park Alternate Pathways Centre,Ashmore,4214
Mount Isa Flexible Learning Centre,Sunset,4825
Whites Hill State College - Special Education Program,Camp Hill,4152
Bay View State School - Special Education Program,Thornlands,4164
Wynnum State School,Wynnum,4178
Endeavour Christian College,Cooktown,4895
Augusta State School,Augustine Heights,4300
WoodLinks State School,Collingwood Park,4301
Coomera Rivers State School,Coomera,4209
Springfield Central State School,Springfield Central,4300
Springfield Central State High School,Springfield Central,4300
Runaway Bay Sport and Leadership Excellence Centre,Runaway Bay,4216
Arethusa College (Spring Hill),Spring Hill,4004
Mackay Engineering College,Ooralea,4740
Craigslea Sensitivity Unit,Chermside West,4032
Augusta SS - Special Education Program,Augustine Heights,4300
Blackwater SHS - Special Education Program,Blackwater,4717
Brisbane SDE - Special Education Program,Coorparoo,4151
Brisbane SHS - Special Education Program,South Brisbane,4101
Brookfield SS - Special Education Program,Brookfield,4069
Dalby State High School - Bunya Campus,Dalby,4405
Coomera Rivers SS - Special Education Program,Coomera,4209
Norfolk Village SS - Special Education Program,Ormeau,4208
Ormiston SS - Special Education Program,Ormiston,4160
Tambo SS - Early Childhood Development Program,Tambo,4478
White Rock SS - Special Education Program,White Rock,4868
Wynnum SS - Early Childhood Developmental Program,Wynnum,4178
Wynnum SS - Special Education Program,Wynnum,4178
Woree SHS - SchoolTech Campus,Manunda,4870
Spinifex State College - Senior Campus Special Education Program,Pioneer,4825
Jabiru Community College,Bracken Ridge,4017
Fernvale SS - Special Education Program,Fernvale,4306
Aitkenvale SS Special Education Unit (ESL),Aitkenvale,4814
City Alternative Program,Everton Park,4053
Laser 3 Retrieval Unit,Aspley,4034
Brightwater State School,Mountain Creek,4557
Murrumba State Secondary College,Murrumba Downs,4503
Mango Hill State School,Mango Hill,4509
St Catherine's Catholic College The Whitsundays (Proserpine (Renwick Road)),Proserpine,4800
Great Barrier Reef International Marine College,Portsmith,4870
St Benedict's College,Mango Hill,4509
Dalby State High School - Student Residential,Dalby,4405
Gympie Flexible Learning Centre,Gympie,4570
Good Shepherd Catholic Primary School,Springfield Lakes,4300
Mackay Northern Beaches State High School,Rural View,4740
Ipswich Flexible Learning Centre,Ipswich,4305
Capricornia SDE - Special Education Program,Emerald,4720
Emu Park SS - Special Education Program,Emu Park,4710
Gracemere SS - Special Education Program,Gracemere,4702
Mirani SHS - Special Education Program,Mirani,4754
Parkhurst SS - Special Education Program,Parkhurst,4702
Waraburra SS - Special Education Program,Gracemere,4702
Woorabinda SS - Special Education Program,Woorabinda,4713
Middlemount CS - Special Education Program,Middlemount,4746
Magnetic Island SS - Special Education Program,Nelly Bay,4819
Springfield Central SHS - Special Education Program,Springfield Central,4300
Walloon SS - Special Education Program,Walloon,4306
Burpengary Meadows SS - Special Education Program,Burpengary,4505
Caloundra SS - Special Education Program,Caloundra,4551
Conondale SS - Special Education Program,Conondale,4552
Deception Bay SS - Special Education Program,Deception Bay,4508
Kenilworth State Community College - Special Education Program,Kenilworth,4574
Kilcoy SHS - Special Education Program,Kilcoy,4515
Mapleton SS - Special Education Program,Mapleton,4560
Montville SS - Special Education Program,Montville,4560
Mooloolaba SS - Special Education Program,Mooloolaba,4557
Mount Samson SS - Special Education Program,Mount Samson,4520
Peregian Springs SS - Special Education Program,Peregian Springs,4573
Yandina SS - Special Education Program,Yandina,4561
Murrumba State SC - Special Education Program,Murrumba Downs,4503
Mango Hill SS - Special Education Program,Mango Hill,4509
Brightwater SS - Special Education Program,Mountain Creek,4557
Coomera Springs SS - Special Education Program,Upper Coomera,4209
Highland Reserve SS - Special Education Program,Upper Coomera,4210
Vienna Woods SS - Special Education Program,Alexandra Hills,4161
Beachmere SS - Special Education Program,Beachmere,4510
Cape York Aboriginal Australian Academy,Cairns,4870
Faith Christian School of Distance Education,Karawatha,4114
Western Cape College Residential Centre,Rocky Point,4874
Pimpama State Secondary College,Pimpama,4209
MacKillop Catholic College (Mount Peter),Mount Peter,4869
Hemmant Flexible Learning Centre (Hemmant),Hemmant,4174
"Warwick Christian College (Horsman Rd, Warwick)",Warwick,4370
Bundaberg Regional Trade Training Centre,Norville,4670
Inala Flexible Learning Centre (Inala),Inala,4077
St Brigid's Catholic Primary School (Emerald) ,Emerald,4720
Birali Steiner School (Beachmere) ,Beachmere,4510
Holy Spirit College (Manoora),Manoora,4870
Holy Spirit College (Cooktown) ,Cooktown,4895
Mackay Northern Beaches SHS - Special Education Program,Rural View,4740
Texas SS - Special Education Program,Texas,4385
Stanthorpe SHS - Special Education Program,Stanthorpe,4380
Glennie Heights SS - Special Education Program,Warwick,4370
Inglewood SS - Special Education Program,Inglewood,4387
Wondai SS - Special Education Program,Wondai,4606
Burpengary SS - Special Education Program,Burpengary,4505
Darling Heights SS Intensive English Centre,Darling Heights,4350
Arcadia College (Varsity Lakes),Varsity Lakes,4227
Queensland Pathways State College - Mt Gravatt Campus,Mount Gravatt East,4122
Townsville Grammar School (Burdell),Burdell,4818
Picnic Creek State School,Coomera,4209
Bellmere State School,Bellmere,4510
Bellbird Park State Secondary College,Bellbird Park,4300
Pumicestone State School,Caboolture,4510
Pimpama State Primary College,Pimpama,4209
Griffin State School,Griffin,4503
Highfields State Secondary College,Highfields,4352
St Brendan's Catholic Primary School,"Rural View, Mackay",4740
St Joseph's Parish School,Weipa,4874
Alta-1 College,Caboolture,4510
Arethusa College (Wondai),Wondai,4606
Kairos Community College,Deception Bay,4508
Townsville SHS Intensive English Centre,Railway Estate,4810
King's Christian College (Pimpama),Pimpama,4209
Burpengary State Secondary College,Burpengary,4505
Dalrymple Trade Training Centre,Columbia,4820
Rockhampton Intensive English Centre,Kawana,4701
Horizons College,Caboolture,4510
Clifton Cluster - Special Education Program,Clifton,4361
Rockville SS - Special Education Program,Rockville,4350
Coorparoo SS - Special Education Program,Coorparoo,4151
Kedron SS - Special Education Program,Kedron,4031
Lota SS - Special Education Program,Lota,4179
Manly SS - Special Education Program,Manly,4179
Kin Kin SS - Special Education Program,Kin Kin,4571
Burdekin School - Early Childhood Development Program,Ayr,4807
Palmwoods SS - Special Education Program,Palmwoods,4555
YMCA Vocational School (North Lakes),North Lakes,4509
Discovery Christian College,Agnes Water,4677
The Rockhampton Grammar School (Quarry St),Rockhampton,4700
Southport Flexible Learning Centre,Southport,4215
Ashgrove SS - Special Education Program,Ashgrove,4060
Kenmore South SS - Special Education Program,Kenmore,4069
Sunnybank SS - Special Education Program,Sunnybank,4109
Ithaca Creek SS - Special Education Program,Bardon,4065
Upper Mount Gravatt SS - Special Education Program,Upper Mount Gravatt,4122
Rockhampton Flexible Learning Centre,Rockhampton,4700
Yarranlea Primary School ,Mount Gravatt,4122
Mount St Bernard College (Cnr Broadway Street and Brandon Lane),Herberton,4887
Gympie Schools Trade Training Centre,Gympie,4570
Deebing Heights State School,Deebing Heights,4306
Border Rivers Christian College,Goondiwindi,4390
Aspley SHS Intensive English Centre,Aspley,4034
YOS Lawnton,Lawnton,4501
Goondiwindi SHS - Special Education Program,Goondiwindi,4390
Lake Clarendon SS - Special Education Program,Lake Clarendon,4343
Toowoomba West SPEC S - Early Childhood Development Program,Newtown,4350
Lockhart SS - Special Education Program,Lockhart River,4892
Malanda SHS - Special Education Program,Malanda,4885
Millaa Millaa SS - Special Education Program,Millaa Millaa,4886
Butchers Creek SS - Special Education Program,Butchers Creek,4885
Andergrove SS - Special Education Program,Andergrove,4740
Boyne Island SS - Special Education Program,Boyne Island,4680
Burpengary SSC - Special Education Program,Burpengary,4505
Highfields SSC - Special Education Program,Highfields,4352
Pimpama SSC - Special Education Program,Pimpama,4209
Holland Park SHS - Special Education Program,Holland Park West,4121
Junction Park SS - Special Education Program,Annerley,4103
Coorparoo SC - Special Education Program,Coorparoo,4151
Woodlinks SS - Special Education Program,Collingwood Park,4301
Blair SS - Special Education Program,Sadliers Crossing,4305
Sunnybank SPEC S - Early Childhood Development Program,Sunnybank,4109
Redwood College ,Burpengary,4505
Brisbane Christian College (Fairlie Terrace),Salisbury,4107
Drayton SS - Special Education Program,Drayton,4350
Queensland Pathways State College - Goodna Campus,Goodna,4300
Ipswich SPEC S - Early Childhood Development Program,Ipswich,4305
McAuley College,Beaudesert,4285
St Clare's Primary School,Yarrabilba,4207
Carinity Education - Rockhampton,Glenlee,4711
Girl Academy,Wangetti Beach,4877
Fernbrooke State School,Redbank Plains,4301
Townsville Christian College (Vincent) ,Vincent,4814
Central Queensland Christian College (Distance) ,North Rockhampton,4701
YMCA Vocational School (Kingston),Kingston,4114
Australian Technology and Agricultural College,North Maclean,4280
Australian Industry Trade College - Redlands ,Cleveland,4163
Moggill SS - Special Education Program,Moggill,4070
Moorooka SS - Special Education Program,Moorooka,4105
Ascot SS - Special Education Program,Ascot,4007
Wilston SS - Special Education Program,Grange,4051
Eight Mile Plains SS - Special Education Program,Eight Mile Plains,4113
Landsborough SS - Special Education Program,Landsborough,4550
Maleny SS - Special Education Program,Maleny,4552
Elimbah SS - Special Education Program,Elimbah,4516
Bellmere SS - Special Education Program,Bellmere,4510
Griffin SS - Special Education Program,Griffin,4503
